bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
경상북도 영천시 봉동,6,0,56,9,85,0,4723011600,74
경상남도 합천군 대양면 양산리,6,0,63,33,26,0,4889041028,162
경상북도 성주군 용암면 대봉리,12,0,197,0,85,0,4784032056,257
경상북도 성주군 용암면 상신리,9,0,508,1,46,0,4784032057,100
경상북도 성주군 수륜면,449,5,4418,538,1033,0,4784033000,2513
전라남도 보성군 겸백면 도안리,45,3,7,33,22,0,4678033025,180
경상북도 상주시 남장동,20,0,745,38,43,0,4725013500,162
경상북도 상주시 남적동,7,15,115,47,46,10,4725013600,42
경상북도 상주시 함창읍,310,67,1485,767,881,18,4725025000,825
경상북도 상주시 함창읍 오동리,0,3,5,99,51,6,4725025022,104
경상북도 상주시 함창읍 증촌리,7,16,3,36,29,0,4725025024,27
경상남도 통영시 용남면 어의리,2,0,0,0,0,0,4822031028,41
경상북도 구미시 해평면 금산리,9,1,30,86,95,0,4719034026,394
경상북도 구미시 옥성면 대원리,38,0,384,18,83,0,4719032029,59
경상북도 구미시 도개면,401,18,2739,514,1025,0,4719033000,1390
경상북도 구미시 도개면 가산리,107,0,125,25,205,0,4719033021,29
경상북도 구미시 도개면 월림리,68,10,126,79,113,0,4719033023,50
경상남도 양산시 원동면,536,48,9552,197,768,0,4833032000,3779
경상남도 양산시 원동면 용당리,166,0,1003,80,49,0,4833032022,323
경기도 가평군 가평읍,727,10,6705,162,752,0,4182025000,6153
경기도 가평군 가평읍 읍내리,106,0,189,15,83,0,4182025021,297
경상남도 창녕군 장마면 산지리,28,11,96,28,3,0,4874039025,53
경상남도 창녕군 장마면 동정리,27,0,103,44,5,0,4874039027,51
경상남도 밀양시 무안면 판곡리,12,0,72,36,68,0,4827038029,40
경상남도 밀양시 초동면 반월리,171,0,21,30,114,0,4827037025,172
경상남도 밀양시 초동면 검암리,37,0,4,98,79,0,4827037026,178
경상남도 밀양시 초동면 성만리,4,0,133,33,67,0,4827037028,153
경상남도 밀양시 초동면 신호리,50,0,6,55,20,0,4827037029,32
경상북도 영천시 고경면 상덕리,5,0,259,17,28,0,4723038039,82
경상북도 영천시 고경면 가수리,11,0,127,6,46,0,4723038040,61
경상북도 영천시 고경면 삼산리,10,0,54,14,25,0,4723038042,68
경상북도 영천시 고경면 오룡리,9,0,398,3,46,0,4723038044,88
충청남도 부여군 규암면 금암리,9,17,92,34,21,0,4476031028,84
충청남도 부여군 규암면 신리,44,7,55,18,53,0,4476031029,77
충청남도 부여군 규암면 진변리,25,0,11,75,12,0,4476031031,21
충청남도 부여군 규암면 규암리,8,0,6,3,3,0,4476031032,34
충청남도 부여군 부여읍 현북리,95,17,203,18,104,0,4476025042,119
충청남도 부여군 규암면,412,253,974,1103,543,15,4476031000,1314
충청남도 부여군 규암면 나복리,9,48,92,120,24,15,4476031022,151
충청남도 부여군 규암면 모리,9,0,54,63,21,0,4476031023,21
충청남도 부여군 규암면 호암리,59,10,79,14,21,0,4476031025,43
충청남도 부여군 부여읍 왕포리,30,16,42,15,68,0,4476025041,10
경기도 광주시 남종면 이석리,41,0,337,2,6,0,4161035023,57
경기도 광주시 남종면 귀여리,195,0,1105,14,125,0,4161035025,113
경기도 광주시 남종면 검천리,151,2,470,16,58,0,4161035026,131
경기도 광주시 남종면 우천리,101,0,0,0,1,0,4161035028,16
경기도 화성시 서신면 광평리,4,4,0,32,21,33,4159035023,80
경기도 화성시 서신면 장외리,41,18,21,32,23,69,4159035024,214
경기도 화성시 송산면 삼존리,77,264,24,44,22,39,4159034023,194
경기도 화성시 비봉면 쌍학리,4,0,58,47,85,0,4159032026,384
경기도 화성시 비봉면 청요리,0,2,15,76,41,0,4159032027,259
경기도 화성시 비봉면 자안리,1,3,28,71,45,0,4159032028,258
경기도 화성시 마도면 석교리,3,33,0,58,5,0,4159033021,142
경기도 화성시 마도면 송정리,4,52,0,47,25,15,4159033023,227
경기도 화성시 마도면 쌍송리,93,50,0,25,5,5,4159033024,176
경기도 화성시 마도면 슬항리,1,61,0,103,5,8,4159033026,67
경기도 화성시 마도면 해문리,2,6,0,41,22,0,4159033027,165
경기도 화성시 마도면 금당리,3,19,0,48,6,19,4159033029,177
전라남도 구례군 마산면 마산리,6,0,191,18,71,0,4673034021,104
전라남도 강진군 군동면,335,157,2623,1117,521,0,4681031000,1300
전라남도 영암군 서호면,439,139,1536,822,312,180,4683037000,948
전라남도 영암군 서호면 화송리,4,3,20,73,27,0,4683037022,81
전라남도 영암군 서호면 청용리,13,4,298,62,25,0,4683037023,77
전라남도 영암군 서호면 장천리,4,0,329,48,51,0,4683037025,56
전라남도 영암군 서호면 쌍풍리,19,7,223,132,20,0,4683037026,167
전라남도 영암군 서호면 성재리,44,8,84,92,32,39,4683037028,106
전라남도 영암군 서호면 금강리,132,41,57,9,33,112,4683037029,154
전라남도 영암군 학산면,341,129,3072,484,605,207,4683038000,1333
전라남도 영암군 학산면 묵동리,5,0,586,6,35,0,4683038021,126
전라남도 영암군 학산면 상월리,68,5,627,49,143,0,4683038022,232
경상북도 영천시 북안면 명주리,7,0,69,19,34,0,4723039025,40
경상북도 영천시 북안면 신대리,9,0,31,27,27,0,4723039027,83
경상북도 영천시 북안면 신리리,15,0,2,25,66,0,4723039028,94
경상북도 영천시 북안면 도천리,8,0,8,12,54,0,4723039030,106
경상북도 영천시 북안면 옥천리,1,0,75,13,21,0,4723039031,92
경상북도 영천시 북안면 고지리,16,0,224,5,89,0,4723039033,108
경상북도 영천시 북안면 임포리,11,0,141,20,21,0,4723039034,98
경상북도 영천시 북안면 자포리,3,0,194,3,69,0,4723039036,59
경상북도 상주시 초산동,13,1,11,32,151,0,4725012800,78
경상북도 상주시 부원동,1,0,164,17,38,0,4725013100,63
경상북도 상주시 죽전동,4,0,0,30,123,0,4725013200,14
경상북도 상주시 만산동,12,0,139,47,61,0,4725013300,70
경상남도 통영시 용남면 장문리,4,7,40,7,30,0,4822031023,150
경상남도 통영시 용남면 삼화리,4,0,28,8,32,10,4822031024,116
경상남도 통영시 용남면 원평리,11,4,69,22,27,37,4822031025,208
경상남도 통영시 용남면 장평리,6,3,0,4,11,0,4822031026,144
경상남도 밀양시 무안면 동산리,12,2,306,33,61,0,4827038028,132
경상남도 밀양시 무안면 삼태리,19,0,138,5,81,0,4827038023,70
경상남도 창녕군 장마면 초곡리,9,0,340,48,35,0,4874039024,87
경상북도 영천시 화남면 신호리,31,0,187,16,98,0,4723035023,88
경상북도 영천시 화남면 사천리,23,0,334,32,82,0,4723035024,104
경상북도 영천시 화남면 선천리,45,0,150,20,111,0,4723035026,68
경상북도 영천시 화남면 삼창리,22,0,123,9,131,0,4723035027,54
경상북도 영천시 화남면 안천리,26,0,396,26,89,0,4723035029,154
경상북도 영천시 화남면 온천리,4,0,271,13,28,0,4723035030,85
경상북도 영천시 화남면 용계리,15,0,798,0,39,0,4723035032,122
경상북도 영천시 자양면,653,0,6138,11,622,0,4723036000,1477
경상북도 영천시 자양면 보현리,15,0,1226,4,312,0,4723036021,362
경상북도 영천시 고경면 동도리,15,0,136,15,78,0,4723038035,41
경상북도 영천시 고경면 차당리,15,0,270,19,42,0,4723038036,91
경상남도 사천시 곤양면 가화리,49,0,287,43,11,0,4824035029,128
경상남도 사천시 곤양면 중항리,6,0,122,66,1,16,4824035031,229
경상남도 사천시 곤양면 무고리,5,0,464,41,89,0,4824035032,74
경상남도 사천시 곤명면,637,6,3645,792,400,0,4824036000,1500
경상남도 사천시 축동면 반용리,19,0,264,51,15,0,4824034025,132
경상남도 사천시 용현면 송지리,9,0,0,91,75,0,4824033021,71
경상남도 사천시 용현면 선진리,18,0,2,45,15,13,4824033022,133
경상남도 사천시 용현면 신촌리,12,0,0,26,2,6,4824033024,72
경상남도 사천시 용현면 온정리,18,0,0,101,20,0,4824033025,42
경상남도 사천시 용현면 석계리,3,0,16,16,32,0,4824033027,246
경상남도 사천시 용현면 구월리,14,0,2,4,59,0,4824033028,180
경상남도 사천시 용현면 주문리,6,0,0,44,133,0,4824033031,4
경상북도 영양군 입암면 병옥리,10,0,104,11,44,0,4776031045,176
경상북도 영양군 입암면 흥구리,36,0,73,4,83,0,4776031046,83
경상북도 영양군 청기면,196,0,10647,85,711,0,4776032000,2428
경상북도 예천군 풍양면 효갈리,116,7,112,48,93,7,4790041042,45
경상북도 영천시 금호읍 신월리,19,0,35,3,174,0,4723025028,39
경상북도 영천시 신녕면 화성리,7,0,133,24,62,0,4723032027,30
경상북도 영천시 신녕면 완전리,20,0,69,41,99,0,4723032028,29
경상북도 영천시 신녕면 가천리,13,0,521,9,62,0,4723032031,137
경상북도 영천시 화산면,190,0,2929,402,719,0,4723033000,1072
경상북도 영천시 화산면 덕암리,7,0,48,9,44,0,4723033022,49
경상북도 포항시북구,1719,435,37208,2922,7884,331,4711300000,23055
경상북도 포항시북구 신흥동,0,5,0,4,0,0,4711310200,4
경상북도 포항시남구 장기면,268,83,2560,516,709,50,4711133000,5849
경상북도 포항시남구 장기면 읍내리,12,0,58,0,4,0,4711133021,42
경상북도 포항시남구 장기면 마현리,12,11,2,22,30,12,4711133022,110
경상북도 포항시남구 장기면 영암리,4,0,12,14,8,0,4711133024,103
경상남도 김해시 주촌면 양동리,6,0,157,7,61,0,4825032026,148
경상북도 의성군 안평면 석탑리,5,0,642,26,49,0,4773046037,155
경상북도 의성군 안평면 신안리,11,0,720,45,65,0,4773046039,168
경상북도 의성군 안평면 대사리,11,0,437,50,51,0,4773046040,91
경상북도 영천시 본촌동,13,0,168,19,69,0,4723011700,109
경상북도 영천시 괴연동,10,0,348,3,67,0,4723011900,94
경상북도 영주시 단산면,125,179,6558,438,547,0,4721038000,1379
경상북도 경주시 양남면 읍천리,4,1,6,11,24,0,4713032028,160
경상남도 합천군 대양면 백암리,3,0,289,21,66,0,4889041030,353
경상남도 합천군 대양면 오산리,4,0,374,3,63,0,4889041031,131
경상남도 합천군 쌍백면 대곡리,2,0,269,9,40,0,4889042021,65
경상남도 합천군 쌍백면 평구리,19,0,256,65,45,0,4889042023,105
경상남도 합천군 쌍백면 평지리,11,0,243,48,59,0,4889042024,56
경상남도 합천군 쌍책면 오서리,32,0,220,40,15,0,4889037030,67
경상남도 합천군 덕곡면,111,2,1481,178,250,13,4889038000,645
경상남도 합천군 덕곡면 장리,4,1,302,6,41,9,4889038022,122
경상남도 합천군 덕곡면 학리,17,0,24,50,36,0,4889038024,37
경상남도 합천군 덕곡면 율지리,52,0,91,31,39,0,4889038025,15
경상북도 경주시 감포읍 노동리,1,0,1,6,74,0,4713025026,357
경상북도 경주시 감포읍 호동리,6,0,240,10,22,0,4713025028,189
경기도 성남시수정구 심곡동,16,3,113,78,2,0,4113111100,87
경상북도 포항시남구 장기면 대곡리,13,0,190,19,35,0,4711133041,304
경상북도 포항시남구 장기면 정천리,5,0,100,26,40,0,4711133043,337
경상북도 김천시 대덕면,115,0,6956,156,800,0,4715044000,1760
경상북도 김천시 대덕면 연화리,12,0,759,32,78,0,4715044021,172
경상북도 김천시 대덕면 외감리,3,0,310,0,50,0,4715044023,95
경상북도 김천시 대덕면 가례리,23,0,418,27,73,0,4715044025,95
경상북도 김천시 대덕면 조룡리,6,0,917,22,71,0,4715044026,190
경상북도 김천시 대덕면 관기리,14,0,380,39,72,0,4715044028,103
전라남도 영광군 낙월면 오도리,4,0,56,0,0,0,4687038030,2
전라남도 영광군 법성면 덕흥리,12,72,40,40,2,5,4687037025,162
경상남도 합천군 초계면 대평리,2,0,2,11,68,0,4889036029,0
경상남도 합천군 초계면 유하리,6,0,0,5,65,0,4889036030,4
경상남도 합천군 쌍책면,189,2,1914,337,228,0,4889037000,1266
경기도 광주시 경안동,8,5,22,21,3,0,4161010100,84
울산광역시 울주군 온양읍 삼광리,9,0,280,61,42,0,3171025626,189
충청남도 논산시 상월면 학당리,6,0,0,58,5,16,4423034030,115
충청남도 논산시 상월면 주곡리,9,0,6,69,17,0,4423034031,122
충청남도 논산시 상월면 한천리,8,0,6,94,74,0,4423034032,164
충청남도 논산시 부적면,250,3,396,1045,611,0,4423035000,792
충청남도 논산시 부적면 마구평리,0,0,0,51,102,0,4423035021,31
경상북도 안동시 풍산읍 회곡리,43,0,250,49,42,0,4717025026,60
경상북도 안동시 풍산읍 계평리,101,0,213,31,58,0,4717025027,41
경상북도 안동시 풍산읍 수곡리,14,6,351,56,55,0,4717025029,69
경기도 화성시,3304,5177,6307,10929,4989,4009,4159000000,34150
경기도 광주시 도척면 상림리,17,0,905,16,41,0,4161033025,165
전라남도 함평군 월야면 예덕리,6,1,1,73,25,0,4686038028,186
전라남도 함평군 엄다면 송로리,8,0,0,94,22,0,4686034022,177
경상북도 안동시 예안면 삼계리,56,0,991,2,52,0,4717041026,154
경상북도 안동시 예안면 도촌리,0,0,1529,0,12,0,4717041027,282
경상북도 안동시 임동면 갈전리,36,0,711,0,43,0,4717040024,113
경기도 화성시 마도면 고모리,24,18,4,26,11,23,4159033030,141
경기도 화성시 송산면 사강리,0,15,0,53,41,0,4159034021,201
경기도 화성시 송산면 봉가리,0,1,0,55,20,0,4159034022,97
경기도 화성시 비봉면 구포리,5,11,24,131,58,13,4159032025,125
경상남도 고성군 고성읍,102,115,721,739,710,7,4882025000,2017
경상북도 구미시 공단동,219,163,162,78,464,0,4719011300,137
경상북도 구미시 옥성면 산촌리,8,1,350,35,102,0,4719032026,114
경상북도 구미시 옥성면 태봉리,2,0,322,9,68,0,4719032027,79
전라남도 영암군 학산면 학계리,12,0,482,9,80,0,4683038024,128
전라남도 강진군 강진읍 서산리,24,0,515,58,125,0,4681025035,237
경상북도 경주시 감포읍 오류리,28,4,941,30,129,0,4713025025,168
경상북도 의성군 다인면 덕지리,16,32,452,96,101,0,4773044042,121
경상북도 의성군 다인면 덕미리,6,4,461,65,86,0,4773044043,142
경상북도 상주시 화서면 하송리,55,0,1381,0,54,0,4725041031,222
경상북도 상주시 화동면 어산리,12,0,448,32,70,0,4725040024,660
경상북도 상주시 화동면 신촌리,20,0,44,87,90,0,4725040025,183
경상북도 상주시 화동면 보미리,11,0,242,56,39,0,4725040027,198
경상북도 상주시 화동면 양지리,8,0,235,38,44,0,4725040028,91
경상북도 상주시 화서면,112,2,3595,421,678,1,4725041000,1137
경상북도 상주시 화서면 신봉리,0,0,62,43,16,0,4725041021,54
경상북도 상주시 화서면 달천리,4,0,28,27,57,0,4725041023,43
경상남도 남해군 삼동면 동천리,11,10,79,9,126,0,4884033024,392
경상남도 남해군 삼동면 봉화리,38,0,1385,0,174,0,4884033025,514
경상남도 남해군 미조면,37,4,611,11,75,0,4884034000,836
경상남도 남해군 미조면 송정리,8,3,549,11,65,0,4884034021,558
경상북도 경주시 현곡면 하구리,12,0,162,39,198,0,4713036023,122
경상북도 경주시 현곡면 무과리,9,0,101,12,55,0,4713036025,26
경상북도 경주시 현곡면 남사리,25,0,548,3,62,0,4713036026,85
경상북도 경주시 현곡면 래태리,18,0,625,3,69,0,4713036028,121
경상북도 경주시 산내면 의곡리,11,0,194,13,87,0,4713034026,134
경상북도 경주시 산내면 내일리,38,0,967,14,162,0,4713034027,624
경상북도 경주시 산내면 우라리,4,0,826,2,82,0,4713034028,232
경상북도 경주시 서면,167,0,2561,391,655,0,4713035000,1409
경상북도 경주시 서면 천촌리,10,0,429,44,90,0,4713035021,99
경상북도 안동시 서부동,0,0,0,0,0,0,4717010200,3
경상북도 경주시 내남면 안심리,10,0,673,44,97,0,4713033031,230
경상북도 경주시 내남면 박달리,54,0,1109,2,190,0,4713033032,877
경상남도 합천군 율곡면 문림리,36,14,79,33,5,3,4889035030,76
경상남도 합천군 율곡면 본천리,3,0,486,45,36,0,4889035031,146
경상남도 합천군 율곡면 제내리,144,4,146,45,19,2,4889035033,99
경상남도 합천군 율곡면 임북리,204,37,76,32,49,0,4889035034,137
경상남도 합천군 초계면 아막리,0,0,68,6,9,0,4889036021,33
경상남도 합천군 가야면 황산리,9,0,323,2,66,0,4889033031,221
경상남도 합천군 가야면 야천리,4,0,286,9,69,0,4889033032,239
경상남도 합천군 가야면 구원리,70,0,425,2,23,0,4889033033,113
경상남도 합천군 야로면,120,2,3040,209,639,0,4889034000,764
경상남도 합천군 야로면 덕암리,18,0,263,29,27,0,4889034021,49
경상남도 합천군 야로면 정대리,37,0,248,7,76,0,4889034023,125
경상남도 사천시 축동면,77,0,687,418,77,2,4824034000,1068
경상남도 사천시 축동면 배춘리,3,0,0,110,5,0,4824034021,122
경상남도 사천시 축동면 길평리,2,0,0,32,0,0,4824034022,76
경상남도 사천시 축동면 탑리,5,0,118,62,17,0,4824034024,260
경상남도 사천시 용현면,112,0,155,484,520,35,4824033000,1486
경상남도 거제시 남부면 다대리,7,0,296,7,26,6,4831033024,123
경상남도 거제시 남부면 갈곶리,13,0,197,0,0,0,4831033025,115
경상남도 거제시 거제면,102,65,1270,204,588,8,4831034000,1487
경상남도 거제시 거제면 법동리,11,2,227,4,62,3,4831034021,298
경상남도 거제시 거제면 내간리,4,5,215,21,62,0,4831034023,193
경상남도 거제시 연초면 천곡리,0,0,61,31,20,0,4831037029,103
경상남도 거창군 남하면 무릉리,37,0,557,15,133,0,4888038021,129
경상남도 거창군 남하면 둔마리,3,0,576,28,134,0,4888038023,158
